cluster,traders,avg_trades,avg_pnl,avg_win_rate,avg_trade_size_usd,avg_sentiment_score
0,3,8219.333333333334,38.024404586265895,40.00560402407908,24666.43572270463,44.88538261849786
1,7,17047.714285714286,35.30605379039667,37.89229828717807,1729.7768292114017,56.49683050459311
2,13,2746.769230769231,52.208986534523234,45.63849900113,3362.6532577111034,50.837929117512786
3,4,1715.5,382.48837627163743,34.555153728793115,6456.789673128087,52.770067570028
